Region,Country,year,PrimaryEnergyConsumption,CarbonDioxideEmissions,OilProduction-Barrels,OilConsumption-Barrels,OilConsumption-EJ,GasProduction-EJ,GasConsumption-EJ,CoalProduction-EJ,CoalConsumption-EJ,NuclearGeneration-TWh,NuclearConsumption-EJ,HydroGeneration-TWh,HydroConsumption-EJ,RenewablesConsumption-EJ,RenewablesPower-EJ,SolarGeneration-TWh,SolarConsumption-EJ,WindGeneration-TWh,WindConsumption-EJ,Renewablegeneration-Others,RenewableConsumption-other
Europe,France,2014,9.870934549,301.2957833,NaN,1543.329488,3.186812174,NaN,1.364700619,NaN,0.361612057,436.479,3.998879461,62.83,0.575628144,0.383302094,0.265505389,5.913,0.054172994,17.249,0.15802976,5.818,0.053302635
Europe,France,2015,9.923426617,306.657214,NaN,1544.866215,3.188535104,NaN,1.467063525,NaN,0.351009268,437.428,3.983719286,54.444,0.495829286,0.437270148,0.318422143,7.262,0.066136071,21.249,0.193517679,6.453,0.058768393
Europe,France,2016,9.761657017,312.1024868,NaN,1529.439955,3.166889184,NaN,1.603077825,NaN,0.341559144,403.195,3.650226923,60.043,0.543584556,0.456319385,0.336772012,8.16,0.073874556,21.4,0.193739645,7.639,0.069157811
Europe,France,2017,9.700114125,318.1051704,NaN,1539.29148,3.178444266,NaN,1.611565163,NaN,0.38811636,398.3559134,3.58520322,49.22161717,0.442994555,0.493790561,0.373271126,9.162760493,0.082464844,24.31716348,0.218854471,7.994645594,0.07195181
Europe,France,2018,9.87124512,307.2033985,NaN,1537.636041,3.168773857,NaN,1.537635577,NaN,0.350937576,413.8455304,3.70282843,63.92991588,0.57200451,0.53906517,0.419849011,10.31839274,0.092322461,28.0847112,0.251284258,8.521197318,0.076242292
Europe,France,2019,9.67913577,299.2430017,NaN,1530.333609,3.149391433,NaN,1.563648972,NaN,0.269694924,399.4355245,3.560719793,58.51859739,0.521656976,0.614023671,0.489454087,11.72927434,0.104559201,34.48014278,0.307369073,8.696714559,0.077525813
Europe,Germany,1965,10.67897125,910.4130406,NaN,1708.631507,3.674051199,NaN,0.111512425,NaN,6.730115535,0.117,0.00117,16.2122092,0.162122092,0,0,0,0,0,0,0,0
Europe,Germany,1966,10.70583539,901.0362913,NaN,1915.967945,4.110595753,NaN,0.13402772,NaN,6.283221935,0.265,0.00265,17.5339978,0.175339978,0,0,0,0,0,0,0,0
Europe,Germany,1967,10.67894604,892.4166441,NaN,1997.305973,4.27471783,NaN,0.172759135,NaN,6.052695959,1.225,0.01225,16.6523118,0.166523118,0,0,0,0,0,0,0,0
Europe,Germany,1968,11.40220331,944.7551853,NaN,2233.023361,4.792041839,NaN,0.283931064,NaN,6.139580504,1.766,0.01766,16.8989908,0.168989908,0,0,0,0,0,0,0,0
Europe,Germany,1969,12.30129169,1011.924363,NaN,2520.928247,5.388990244,NaN,0.404338946,NaN,6.32145772,4.937,0.04937,13.7134778,0.137134778,0,0,0,0,0,0,0,0
Europe,Germany,1970,12.9855785,1043.394163,NaN,2765.050356,5.918653213,0.4324671,0.575055105,NaN,6.242393196,6.494,0.06494,17.5336782,0.175336782,0.009200202,0.009200202,0,0,0,0,0.920020161,0.009200202
Europe,Germany,1971,13.10529366,1045.120148,NaN,2888.109123,6.165114354,0.5327901,0.759689036,NaN,5.973768108,6.216,0.06216,13.4551882,0.134551882,0.010010282,0.010010282,0,0,0,0,1.001028226,0.010010282
Europe,Germany,1972,13.56071391,1067.325646,NaN,3036.930929,6.508139147,0.6378687,0.983607688,NaN,5.831500644,9.522,0.09522,13.2058944,0.132058944,0.010187487,0.010187487,0,0,0,0,1.01874874,0.010187487
Europe,Germany,1973,14.34047533,1116.421822,NaN,3249.325973,6.937732822,0.7141482,1.268389991,NaN,5.850466848,12.106,0.12106,15.2294618,0.152294618,0.010531048,0.010531048,0,0,0,0,1.053104839,0.010531048
Europe,Germany,1974,14.08880431,1085.322155,NaN,2956.806658,6.294687266,0.7417332,1.586753709,NaN,5.875629516,14.459,0.14459,17.6381318,0.176381318,0.0107625,0.0107625,0,0,0,0,1.07625,0.0107625
Europe,Germany,1975,13.53456942,1025.299045,NaN,2874.848932,6.113988233,0.6885072,1.674516541,NaN,5.322846312,24.138,0.24138,17.0591234,0.170591234,0.011247102,0.011247102,0,0,0,0,1.124710181,0.011247102
Europe,Germany,1976,14.44366533,1093.412433,NaN,3097.394098,6.605830722,0.7099551,1.77223888,NaN,5.619020544,29.533,0.29533,13.846833,0.13846833,0.012776852,0.012776852,0,0,0,0,1.277685232,0.012776852
Europe,Germany,1977,14.40381054,1072.514288,NaN,3072.845041,6.52451588,0.7058376,1.882048825,NaN,5.396408388,41.255,0.41255,17.5821604,0.175821604,0.012465839,0.012465839,0,0,0,0,1.246583921,0.012465839
Europe,Germany,1978,14.92458913,1052.744484,NaN,3229.590411,6.805001186,0.729765,2.017523653,NaN,5.466537288,43.873,0.43873,18.3622344,0.183622344,0.01317466,0.01317466,0,0,0,0,1.317465978,0.01317466
Europe,Germany,1979,15.75326077,1104.198748,NaN,3336.600658,7.019830766,0.7308171,2.230120814,NaN,5.784399144,52.064,0.52064,18.3836866,0.183836866,0.014433178,0.014433178,0,0,0,0,1.443317792,0.014433178
Europe,Germany,1980,15.23404609,1077.811945,NaN,3014.441995,6.351637798,0.6653358,2.198624938,NaN,5.917539384,55.589,0.55589,19.069143,0.19069143,0.019662538,0.019662538,0,0,0,0,1.96625378,0.019662538
Europe,Germany,1981,14.7564071,1043.902409,NaN,2753.703562,5.76498385,0.6815727,2.102179459,6.232198868,6.016724676,65.533,0.65533,19.9146734,0.199146734,0.018042377,0.018042377,0,0,0,0,1.804237651,0.018042377
Europe,Germany,1982,14.23354342,1003.336174,NaN,2608.492986,5.449887267,0.598329,1.950701322,6.259379014,5.873326776,74.426,0.74426,19.737993,0.19737993,0.01798813,0.01798813,0,0,0,0,1.798813004,0.01798813
Europe,Germany,1983,14.43548377,1017.950159,NaN,2564.03789,5.33681315,0.6613668,2.028036465,5.914334124,6.087481596,78.063,0.78063,18.7120174,0.187120174,0.015402382,0.015402382,0,0,0,0,1.540238155,0.015402382
Europe,Germany,1984,14.96436078,1038.340782,NaN,2555.174372,5.319205203,0.6498918,2.117884835,5.986180491,6.282879552,104.317,1.04317,18.4791744,0.184791744,0.016429448,0.016429448,0,0,0,0,1.642944808,0.016429448
Europe,Germany,1985,15.40168897,1045.812235,NaN,2643.495836,5.48186856,0.6158772,2.093369126,6.223015724,6.249594492,138.641,1.38641,17.4006496,0.174006496,0.016440297,0.016440297,0,0,0,0,1.644029738,0.016440297
Europe,Germany,1986,15.27440851,1037.267114,NaN,2778.549616,5.775194443,0.5045454,2.087282761,6.008577705,5.905355796,130.489,1.30489,18.5719818,0.185719818,0.015965696,0.015965696,0,0,0.001,0.00001,1.595569556,0.015955696
Europe,Germany,1987,15.40247992,1031.432532,NaN,2719.681041,5.623228133,0.5662998,2.263021236,5.817838442,5.881072356,141.725,1.41725,20.34297,0.2034297,0.014478493,0.014478493,0,0,0.002,0.00002,1.445849294,0.014458493
Europe,Germany,1988,15.45162762,1017.012915,NaN,2723.180847,5.626487186,0.5269833,2.227865028,5.772955845,5.811822684,156.82,1.5682,20.0793908,0.200793908,0.016458818,0.016458818,0,0,0.008,0.00008,1.637881804,0.016378818
Europe,Germany,1989,15.28751829,1003.814179,NaN,2571.505699,5.286178774,0.551529,2.280088595,5.508399831,5.904350964,161.671,1.61671,18.2437278,0.182437278,0.017752679,0.017752679,0,0,0.026,0.00026,1.749267893,0.017492679
Europe,Germany,1990,15.0473425,1007.600399,NaN,2684.624767,5.534255504,0.5408865,2.29278,5.235054788,5.506887,152.5,1.525,17.335,0.17335,0.01507,0.01507,0.001,0.00001,0.071,0.00071,1.435,0.01435
Europe,Germany,1991,14.68166969,969.6968707,NaN,2810.176192,5.787412692,0.554230162,2.409094,4.44431068,4.836943,147.4,1.474,15.85,0.1585,0.01572,0.01572,0.001,0.00001,0.1,0.001,1.471,0.01471
Europe,Germany,1992,14.38491308,923.7095928,NaN,2827.032658,5.837958406,0.562174866,2.381857,4.087767858,4.372192736,158.8,1.588,18.635,0.18635,0.018554936,0.01837,0.004,0.00004,0.275,0.00275,1.558,0.01558
Europe,Germany,1993,14.32110227,916.2705181,NaN,2881.341784,5.928742163,0.559452776,2.520408,3.678092562,4.124787165,153.5,1.535,18.96,0.1896,0.022564944,0.02238,0.003,0.00003,0.6,0.006,1.635,0.01635
Europe,Germany,1994,14.18576112,896.9313728,NaN,2858.500891,5.875101952,0.586515414,2.566538,3.389154253,4.001225736,151.2,1.512,20.195,0.20195,0.028945428,0.02791,0.007,0.00007,0.909,0.00909,1.875,0.01875
Europe,Germany,1995,14.25781717,889.4007587,NaN,2859.58785,5.872066305,0.605221869,2.798545,3.30964584,3.794181736,154.1,1.541,21.556,0.21556,0.03646413,0.03517,0.007,0.00007,1.5,0.015,2.01,0.0201
Europe,Germany,1996,14.72924631,914.8450804,NaN,2899.144541,5.971960819,0.655422271,3.131676,3.097706294,3.777846736,161.613,1.61613,18.818,0.18818,0.043452759,0.04142,0.012,0.00012,2.032,0.02032,2.098,0.02098
Europe,Germany,1997,14.53709927,888.0015602,NaN,2893.632108,5.936137586,0.644280694,2.991721,2.967088787,3.660545736,170.328,1.70328,18.952,0.18952,0.055894944,0.05257,0.018,0.00018,2.966,0.02966,2.273,0.02273
Europe,Germany,1998,14.42228103,879.0415926,NaN,2895.901218,5.942581888,0.629530765,3.019141,2.721771301,3.573044362,161.6,1.616,19.002,0.19002,0.081493778,0.0778,0.035,0.00035,4.489,0.04489,3.256,0.03256
Europe,Germany,1999,14.21750647,855.917338,NaN,2803.271734,5.76398614,0.672419507,3.010287,2.649403749,3.440093989,170.004,1.70004,20.686,0.20686,0.096239341,0.09143,0.03,0.0003,5.528,0.05528,3.585,0.03585
Europe,Germany,2000,14.30741212,854.4241838,NaN,2740.799676,5.65356528,0.635956163,2.985285,2.541912054,3.571544989,169.606,1.69606,24.86675,0.2486675,0.152289349,0.14304,0.06,0.0006,9.513,0.09513,4.731,0.04731
Europe,Germany,2001,14.56011357,871.6709202,NaN,2779.654081,5.72746824,0.642001735,3.148135,2.439100927,3.581769736,171.305,1.701926299,23.241,0.230900844,0.169913448,0.156964091,0.076,0.000755065,10.509,0.104407597,5.214,0.051801429
Europe,Germany,2002,14.36718806,859.0525004,NaN,2685.363065,5.536007863,0.640324168,3.14326,2.446062601,3.589735736,164.842,1.627150065,23.66175,0.233564371,0.237470027,0.217121806,0.162,0.001599097,15.786,0.155823097,6.048,0.059699613
Europe,Germany,2003,14.3533407,861.9912032,NaN,2632.047285,5.427781434,0.666563848,3.181391,2.419921408,3.649031736,165.06,1.618857692,17.722,0.173811923,0.302466917,0.273310962,0.313,0.003069808,18.713,0.183531346,8.841,0.086709808
Europe,Germany,2004,14.33946814,847.5262255,NaN,2597.088963,5.365764486,0.616806577,3.197558,2.445640834,3.557196045,167.065,1.628085669,20.096,0.19584,0.395023944,0.356063159,0.557,0.005428089,25.509,0.248590892,10.4712,0.102044178
Europe,Germany,2005,14.1659172,826.3086973,NaN,2549.928999,5.256207367,0.595536294,3.250117771,2.368550866,3.403394074,163.039,1.57879538,19.639,0.190175127,0.48722748,0.415087063,1.282,0.012414304,27.229,0.263673228,14.3542,0.138999532
Europe,Germany,2006,14.51322843,843.7887485,NaN,2541.800938,5.246053838,0.58831959,3.312248274,2.233632661,3.539920562,167.356,1.610406792,20.0085,0.192534623,0.612064345,0.49682083,2.22,0.021362264,30.71,0.295511321,18.7004,0.179947245
Europe,Germany,2007,13.89002168,811.0490865,NaN,2304.831051,4.750050811,0.538910493,3.190903051,2.278209167,3.629832207,140.534,1.343856375,21.169,0.202428563,0.772950676,0.642135263,3.075,0.029404688,39.713,0.379755563,24.3634,0.232975013
Europe,Germany,2008,14.02825473,809.3685062,NaN,2434.256298,5.036649643,0.490862442,3.222022691,2.097416981,3.354509632,148.777,1.41384354,20.443,0.194271988,0.80695724,0.691860298,4.42,0.042003727,40.574,0.385579006,27.8096,0.264277565
Europe,Germany,2009,13.15429711,753.587035,NaN,2338.871716,4.823418124,0.458862059,3.039484379,1.943289859,3.003452771,134.932,1.274357778,19.031,0.179737222,0.833846835,0.719060333,6.583,0.062172778,38.648,0.365008889,30.9048,0.291878667
Europe,Germany,2010,13.70618966,783.161804,NaN,2372.844658,4.887519371,0.400463736,3.170565,1.921662003,3.22622,140.556,1.319329325,20.953,0.196675399,0.905880564,0.790603564,11.729,0.110094294,38.547,0.361821534,33.9517,0.318687736
Europe,Germany,2011,13.20216248,763.6943726,NaN,2293.598959,4.727774966,0.376756232,2.910986,1.956537003,3.278848,107.971227,1.007292545,17.672274,0.164869385,1.112391585,0.992315085,19.599,0.182844329,49.857,0.465129329,36.9098,0.344341427
Europe,Germany,2012,13.36885139,772.9826456,NaN,2276.325437,4.699401438,0.34060941,2.919962,2.000143003,3.369867,99.46,0.922265455,22.09,0.204834545,1.252520955,1.124674255,26.38,0.244614545,51.68,0.479214545,43.2284,0.400845164
Europe,Germany,2013,13.74595931,797.5726421,NaN,2336.157753,4.80334462,0.309748507,3.059076,1.889122003,3.468235,97.29,0.896709036,22.998,0.211969518,1.306625139,1.192109639,31.01,0.28581506,52.737,0.48606994,45.593,0.420224639
Europe,Germany,2014,13.16627917,751.0774967,NaN,2272.665479,4.673944952,0.290978748,2.660221,1.847795433,3.333222,97.129,0.889864491,19.58710177,0.179450693,1.429576037,1.309551737,36.056,0.330333413,58.497,0.535930599,48.385,0.443287725
Europe,Germany,2015,13.39985761,755.6268092,NaN,2269.128603,4.667552148,0.270879596,2.77033,1.792474003,3.294201,91.786311,0.835911047,18.97715888,0.172827697,1.659035721,1.546474821,38.726,0.352683214,80.624,0.734254286,50.459,0.459537321
Europe,Germany,2016,13.61972299,770.458063,NaN,2307.498743,4.763947421,0.249229486,3.055851,1.659500003,3.203766,84.634,0.766213136,20.54634396,0.18601128,1.643934157,1.531131657,38.098,0.344910888,79.924,0.723572308,51.103,0.462648462
Europe,Germany,2017,13.78398327,760.9453261,NaN,2374.479957,4.86735457,0.229541812,3.158585,1.650400155,3.009347,76.3244,0.6869196,20.15,0.18135,1.8804271,1.765692,39.401,0.354609,105.693,0.951237,51.094,0.459846
Europe,Germany,2018,13.43934242,731.3191155,NaN,2259.738307,4.634029562,0.199503867,3.090626,1.581867444,2.904084,76.005,0.680044737,17.975,0.160828947,1.969729173,1.850163684,45.784,0.409646316,109.951,0.983772105,51.048,0.456745263
Europe,Germany,2019,13.13989997,683.7664772,NaN,2281.053079,4.6775842,0.191907337,3.191646461,1.26523986,2.304,75.071236,0.669213476,20.19231996,0.180002,2.117453837,1.997721327,47.517,0.423584564,125.975,1.122988939,50.609,0.451147825
Europe,Greece,1965,0.284409496,22.51197496,NaN,84.77063014,0.18818362,NaN,0,NaN,0.088215876,0,0,0.801,0.00801,0,0,0,0,0,0,0,0
Europe,Greece,1966,0.310824108,23.73047464,NaN,92.82145205,0.205475704,NaN,0,NaN,0.088048404,0,0,1.73,0.0173,0,0,0,0,0,0,0,0
Europe,Greece,1967,0.342360876,25.962037,NaN,109.2129863,0.241606196,NaN,0,NaN,0.08415468,0,0,1.66,0.0166,0,0,0,0,0,0,0,0
Europe,Greece,1968,0.356015359,27.22102871,NaN,112.2417213,0.247294999,NaN,0,NaN,0.09504036,0,0,1.368,0.01368,0,0,0,0,0,0,0,0
Europe,Greece,1969,0.375672919,27.84137041,NaN,119.9482192,0.263138923,NaN,0,NaN,0.091983996,0,0,2.055,0.02055,0,0,0,0,0,0,0,0
Europe,Greece,1970,0.417204996,29.8235919,NaN,129.8523014,0.285002692,NaN,0,NaN,0.105842304,0,0,2.636,0.02636,0,0,0,0,0,0,0,0
Europe,Greece,1971,0.497366772,37.2246915,NaN,143.3420822,0.314846604,NaN,0,NaN,0.156000168,0,0,2.652,0.02652,0,0,0,0,0,0,0,0
Europe,Greece,1972,0.558132225,41.86002261,NaN,164.9010656,0.364727585,NaN,0,NaN,0.16663464,0,0,2.677,0.02677,0,0,0,0,0,0,0,0
Europe,Greece,1973,0.642726858,48.94022031,NaN,192.4408767,0.42451275,NaN,0,NaN,0.195984108,0,0,2.223,0.02223,0,0,0,0,0,0,0,0
Europe,Greece,1974,0.628262611,48.25062003,NaN,179.702274,0.398383371,NaN,0,NaN,0.20640924,0,0,2.347,0.02347,0,0,0,0,0,0,0,0
Europe,Greece,1975,0.71254281,56.16988885,NaN,190.9685753,0.422093002,NaN,0,NaN,0.270299808,0,0,2.015,0.02015,0,0,0,0,0,0,0,0
Europe,Greece,1976,0.787453597,63.061277,NaN,203.190929,0.449252625,NaN,0,NaN,0.319410972,0,0,1.879,0.01879,0,0,0,0,0,0,0,0
Europe,Greece,1977,0.816644469,67.12883669,NaN,208.2094521,0.457707517,NaN,0,NaN,0.339716952,0,0,1.922,0.01922,0,0,0,0,0,0,0,0
Europe,Greece,1978,0.830329686,65.2037773,NaN,228.0138356,0.498372066,NaN,0,NaN,0.30207762,0,0,2.988,0.02988,0,0,0,0,0,0,0,0
Europe,Greece,1979,0.728630797,54.08186652,NaN,240.8832329,0.527131649,NaN,0,NaN,0.165839148,0,0,3.566,0.03566,0,0,0,0,0,0,0,0
Europe,Greece,1980,0.721791189,52.93883416,NaN,246.010082,0.521902041,NaN,0,NaN,0.165839148,0,0,3.405,0.03405,0,0,0,0,0,0,0,0
Europe,Greece,1981,0.705265568,52.59690023,NaN,231.4971781,0.50703114,NaN,0,0.145610038,0.164164428,0,0,3.407,0.03407,0,0,0,0,0,0,0,0
Europe,Greece,1982,0.714761976,52.58392632,NaN,236.5924658,0.509438868,NaN,0.0030366,0.152575366,0.166676508,0,0,3.561,0.03561,0,0,0,0,0,0,0,0
Europe,Greece,1983,0.719565936,54.84558474,NaN,226.7710959,0.48887196,NaN,0.0028944,0.166496476,0.204399576,0,0,2.34,0.0234,0,0,0,0,0,0,0,0
Europe,Greece,1984,0.751049009,56.88203482,NaN,232.0904918,0.500986925,NaN,0.0031842,0.18097443,0.218257884,0,0,2.862,0.02862,0,0,0,0,0,0,0,0
Europe,Greece,1985,0.793468257,60.22881259,NaN,241.9347397,0.509333697,NaN,0.0029925,0.202556212,0.25309206,0,0,2.805,0.02805,0,0,0,0,0,0,0,0
Europe,Greece,1986,0.794881294,60.13326094,NaN,244.3946301,0.516895302,NaN,0.0040995,0.211679165,0.241536492,0,0,3.235,0.03235,0,0,0,0,0,0,0,0
Europe,Greece,1987,0.869694812,67.06095066,NaN,265.4282466,0.561462164,NaN,0.00468,0.249913676,0.275742648,0,0,2.78,0.0278,0.00001,0.00001,0,0,0.001,0.00001,0,0
Europe,Greece,1988,0.918634954,71.65151954,NaN,273.285847,0.579863398,NaN,0.0056133,0.263216676,0.309488256,0,0,2.366,0.02366,0.00001,0.00001,0,0,0.001,0.00001,0,0
Europe,Greece,1989,0.996224491,78.50023992,NaN,297.5836712,0.638828495,NaN,0.005661,0.298150477,0.332724996,0,0,1.9,0.019,0.00001,0.00001,0,0,0.001,0.00001,0,0
Europe,Greece,1990,1.049071389,82.73626264,NaN,323.6670162,0.688162228,NaN,0.0057834,0.298037358,0.337415761,0,0,1.769,0.01769,0.00002,0.00002,0,0,0.002,0.00002,0,0
Europe,Greece,1991,1.057263073,82.29427049,NaN,327.9861919,0.695922783,NaN,0.0057132,0.289031547,0.32461709,0,0,3.099,0.03099,0.00002,0.00002,0,0,0.002,0.00002,0,0
Europe,Greece,1992,1.07304024,84.75232928,NaN,332.4034953,0.706923193,NaN,0.0052794,0.292870851,0.338717647,0,0,2.203,0.02203,0.00009,0.00009,0,0,0.008,0.00008,0.001,0.00001
Europe,Greece,1993,1.089833007,86.12544949,NaN,341.6005032,0.72406942,NaN,0.0038934,0.299904675,0.338570187,0,0,2.282,0.02282,0.00048,0.00048,0,0,0.047,0.00047,0.001,0.00001
Europe,Greece,1994,1.108872908,87.49026692,NaN,349.6737526,0.741214485,NaN,0.0019917,0.308181966,0.339296723,0,0,2.599,0.02599,0.00038,0.00038,0,0,0.037,0.00037,0.001,0.00001
Europe,Greece,1995,1.148848205,89.54276257,NaN,364.704545,0.773216197,NaN,0.0018369,0.314432871,0.338155108,0,0,3.529,0.03529,0.00035,0.00035,0,0,0.034,0.00034,0.001,0.00001
Europe,Greece,1996,1.180057773,90.86712277,NaN,380.0942653,0.805195188,NaN,0.0020637,0.300997434,0.328958886,0,0,4.348,0.04348,0.00036,0.00036,0,0,0.036,0.00036,0,0
Europe,Greece,1997,1.212453616,94.22916907,NaN,384.8495459,0.811824552,NaN,0.0071595,0.32264319,0.354279563,0,0,3.882,0.03882,0.00037,0.00037,0,0,0.037,0.00037,0,0
Europe,Greece,1998,1.288134988,99.69215936,NaN,402.2784891,0.850290785,NaN,0.029322596,0.340219368,0.370621607,0,0,3.717,0.03717,0.00073,0.00073,0,0,0.073,0.00073,0,0
Europe,Greece,1999,1.285998495,98.10148344,NaN,392.2997642,0.829371017,NaN,0.052573342,0.336380064,0.356504136,0,0,4.592,0.04592,0.00163,0.00163,0,0,0.162,0.00162,0.001,0.00001
Europe,Greece,2000,1.356178134,103.693403,NaN,408.5960604,0.86635928,NaN,0.070566753,0.344221932,0.377812101,0,0,3.693,0.03693,0.00451,0.00451,0,0,0.451,0.00451,0,0
Europe,Greece,2001,1.369310347,105.9206125,NaN,416.5398367,0.880025765,NaN,0.069641166,0.351356256,0.390513805,0,0,2.097,0.020833831,0.008295779,0.008295779,0,0,0.756,0.007510909,0.079,0.00078487
Europe,Greece,2002,1.374960146,105.311289,NaN,421.1320266,0.889036922,NaN,0.0748985,0.359315346,0.375716273,0,0,2.8,0.02763871,0.007669742,0.007669742,0,0,0.651,0.006426,0.126,0.001243742
Europe,Greece,2003,1.44523118,108.5096695,NaN,438.9873099,0.9250326,NaN,0.084672699,0.342312768,0.377738958,0,0,4.766,0.046743462,0.011043462,0.011043462,0,0,1.021,0.010013654,0.105,0.001029808
Europe,Greece,2004,1.44755512,108.695237,NaN,430.3707728,0.909606694,NaN,0.093077029,0.357837414,0.387208913,0,0,4.672,0.045529682,0.012132803,0.012132803,0.001,0.00000975,1.121,0.010924395,0.123,0.001198662
Europe,Greece,2005,1.455696174,109.1983009,NaN,436.4959405,0.917992873,NaN,0.093717,0.357468984,0.381953516,0,0,5.017,0.048582342,0.013450443,0.013450443,0.001,0.00000968,1.266,0.012259367,0.122,0.001181392
Europe,Greece,2006,1.504593426,110.1914127,NaN,459.2808342,0.966572649,NaN,0.1104948,0.342074112,0.351746717,0,0,5.865,0.056436792,0.019342467,0.017455472,0.001,0.00000962,1.699,0.016348868,0.114,0.001096981
Europe,Greece,2007,1.533692225,114.6993457,NaN,465.3638322,0.975500984,NaN,0.139924123,0.351234822,0.370858998,0,0,2.591,0.024776438,0.022631682,0.019153688,0.001,0.00000956,1.818,0.017384625,0.184,0.0017595
Europe,Greece,2008,1.479230201,108.9705993,NaN,438.8422526,0.926789552,NaN,0.145896489,0.340365906,0.349089313,0,0,3.312,0.031474286,0.025980561,0.023168571,0.005,0.0000475,2.242,0.021305963,0.191,0.001815093
Europe,Greece,2009,1.430948481,104.2467026,NaN,416.9238002,0.875121002,NaN,0.122513194,0.342308577,0.352829507,0,0,5.374,0.050754444,0.029730332,0.026548333,0.05,0.000472222,2.543,0.024017222,0.218,0.002058889
Europe,Greece,2010,1.361821864,96.09550848,NaN,379.750815,0.794155761,NaN,0.134264193,0.306281163,0.329420104,0,0,7.46,0.070023313,0.033958493,0.028741472,0.158,0.001483067,2.714,0.025474969,0.19,0.001783436
Europe,Greece,2011,1.327020093,95.48217906,NaN,359.2790701,0.750501131,NaN,0.165563573,0.314215149,0.330658182,0,0,4.011,0.037419695,0.042877513,0.038548537,0.61,0.005690854,3.315,0.030926524,0.207,0.001931159
Europe,Greece,2012,1.255328689,89.76311544,NaN,318.4238331,0.663046747,NaN,0.152165441,0.336815508,0.340772026,0,0,4.403,0.040827818,0.058516657,0.053299636,1.694,0.015708,3.85,0.0357,0.204,0.001891636
Europe,Greece,2013,1.188486933,81.42384488,NaN,300.2419485,0.623570942,NaN,0.134304933,0.281700456,0.292540341,0,0,6.346,0.058490241,0.079580476,0.07376259,3.648,0.033623133,4.139,0.038148614,0.216,0.001990843
Europe,Greece,2014,1.118798229,77.83893895,NaN,298.4939143,0.617362974,NaN,0.102393685,0.267293694,0.281152831,0,0,4.476,0.041007665,0.076881074,0.070554072,3.792,0.034741078,3.689,0.033797425,0.22,0.002015569
Europe,Greece,2015,1.126271694,75.22392799,NaN,309.2645859,0.638213754,NaN,0.110569967,0.237611953,0.235586882,0,0,6.098,0.055535357,0.086365735,0.079705714,3.9,0.035517857,4.621,0.042084107,0.231,0.00210375
Europe,Greece,2016,1.107897905,72.03501456,NaN,310.5211365,0.639699392,NaN,0.1439208,0.166323268,0.182491601,0,0,5.543,0.050182189,0.091603923,0.084647929,3.93,0.03557929,5.146,0.046588047,0.274,0.002480592
Europe,Greece,2017,1.16719634,76.59341085,NaN,320.0342955,0.661625699,NaN,0.1735668,0.19122246,0.200807092,0,0,3.962547,0.035662923,0.095533825,0.088546428,3.991477,0.035923293,5.536987,0.049832883,0.310028,0.002790252
Europe,Greece,2018,1.161222401,74.35370252,NaN,315.6410343,0.648322358,NaN,0.16994124,0.178977578,0.191433643,0,0,5.743448,0.051388745,0.100136415,0.093097198,3.790652,0.03391636,6.300259,0.056370738,0.31407,0.0028101
Europe,Greece,2019,1.145549534,71.70000268,NaN,328.002387,0.675733367,NaN,0.18529728,0.134132036,0.138658565,0,0,4.005400595,0.03570566,0.110154662,0.1030425,3.959731046,0.035298545,7.278329228,0.064881788,0.321073149,0.002862168
Europe,Hungary,1965,0.66586311,59.5026929,NaN,73.12246575,0.15938313,NaN,0.0489501,NaN,0.45677988,0,0,0.075,0.00075,0,0,0,0,0,0,0,0
Europe,Hungary,1966,0.674801754,59.34833198,NaN,80.92452055,0.17505437,NaN,0.0606825,NaN,0.438064884,0,0,0.1,0.001,0,0,0,0,0,0,0,0
Europe,Hungary,1967,0.643959836,55.28197112,NaN,86.06065753,0.1852189,NaN,0.0778851,NaN,0.380035836,0,0,0.082,0.00082,0,0,0,0,0,0,0,0
Europe,Hungary,1968,0.668123772,56.42122164,NaN,90.22863388,0.19411396,NaN,0.0980244,NaN,0.375095412,0,0,0.089,0.00089,0,0,0,0,0,0,0,0
Europe,Hungary,1969,0.715483514,59.5307332,NaN,101.0116986,0.21713019,NaN,0.1166976,NaN,0.380705724,0,0,0.095,0.00095,0,0,0,0,0,0,0,0
Europe,Hungary,1970,0.770846088,62.96991841,NaN,117.526274,0.2521931,NaN,0.1308708,NaN,0.386902188,0,0,0.088,0.00088,0,0,0,0,0,0,0,0
Europe,Hungary,1971,0.795887305,64.0813013,NaN,132.6987123,0.284138245,NaN,0.1362798,NaN,0.37450926,0,0,0.096,0.00096,0,0,0,0,0,0,0,0
Europe,Hungary,1972,0.821729805,65.44339346,NaN,144.0687705,0.309576181,NaN,0.1470951,NaN,0.363958524,0,0,0.11,0.0011,0,0,0,0,0,0,0,0
Europe,Hungary,1973,0.889833422,69.8921019,NaN,163.1053151,0.348307938,NaN,0.1746729,NaN,0.365842584,0,0,0.101,0.00101,0,0,0,0,0,0,0,0
Europe,Hungary,1974,0.917088901,71.70901635,NaN,178.3537808,0.381319189,NaN,0.1860318,NaN,0.348927912,0,0,0.081,0.00081,0,0,0,0,0,0,0,0
Europe,Hungary,1975,0.970882981,72.81441645,NaN,202.5350959,0.430169361,NaN,0.2066517,NaN,0.33243192,0,0,0.163,0.00163,0,0,0,0,0,0,0,0
